Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
1428,Text,2004-10-27,La Grenadiere,en,"Balzac, Honoré de, 1799-1850; Marriage, Ellen, 1865-1946 [Translator]",French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1429,Text,1998-08-01,"The Garden Party, and Other Stories",en,"Mansfield, Katherine, 1888-1923","Short stories, New Zealand; New Zealand -- Social life and customs -- Fiction",PR,New Zealand; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1430,Text,1998-08-01,Beautiful Stories from Shakespeare,en,"Nesbit, E. (Edith), 1858-1924; Shakespeare, William, 1564-1616","Children's literature; Shakespeare, William, 1564-1616 -- Stories, plots, etc. -- Juvenile literature",PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature
1431,Text,1998-08-01,Trooper Peter Halket of Mashonaland,en,"Schreiner, Olive, 1855-1920","Zimbabwe -- History -- Shona Revolt, 1896-1897 -- Fiction; Africa, Southern -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Fiction
1432,Text,2005-09-07,Seraphita,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",France -- Social life and customs -- 19th century -- Fiction; French fiction -- Translations into English,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1433,Text,2005-07-13,The Red Inn,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",Historical fiction; French fiction -- Translations into English,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
1434,Text,1998-08-01,Essays,en,"Meynell, Alice, 1847-1922",English essays,PR,Browsing: Language & Communication; Browsing: Literature
1435,Text,1998-08-01,Miscellaneous Papers,en,"Dickens, Charles, 1812-1870",Essays,PR,Browsing: Literature
1436,Text,1998-08-01,A Voyage to Abyssinia,en,"Lobo, Jerónimo, 1596?-1678; Morley, Henry, 1822-1894 [Editor]; Johnson, Samuel, 1709-1784 [Translator]","Lobo, Jerónimo, 1596?-1678 -- Travel -- Ethiopia; Ethiopia -- Description and travel -- Early works to 1800",DT,Browsing: History - General; Browsing: Travel & Geography
1437,Text,1998-08-01,Juana,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",Love stories; French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1438,Text,2006-03-18,No Name,en,"Collins, Wilkie, 1824-1889",Orphans -- Fiction; England -- Fiction; Psychological fiction; Young women -- Fiction; Sisters -- Fiction; Disinheritance -- Fiction; Illegitimacy -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1439,Text,1998-08-01,Dreams,en,"Schreiner, Olive, 1855-1920",Dreams; Women -- Fiction,PR,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
1440,Text,1998-08-01,Woman and Labour,en,"Schreiner, Olive, 1855-1920",Women -- Social and moral questions; Women -- Employment; Women -- Economic conditions,HQ,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Sociology"
1441,Text,1998-09-01,The Story of an African Farm,en,"Schreiner, Olive, 1855-1920","Historical fiction; Young women -- Fiction; Bildungsromans; Farm life -- Fiction; Feminists -- Fiction; Africa, Southern -- Fiction",PR,Africa; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1442,Text,1998-09-01,The Kingdom of the Blind,en,"Oppenheim, E. Phillips (Edward Phillips), 1866-1946",Fiction; Spy stories,PR,Browsing: Crime/Mystery; Browsing: Fiction
1443,Text,2004-08-11,Two Poets,en,"Balzac, Honoré de, 1799-1850; Marriage, Ellen, 1865-1946 [Translator]",French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1444,Text,1998-09-01,The Voice of the City: Further Stories of the Four Million,en,"Henry, O., 1862-1910",Short stories; New York (N.Y.) -- Social life and customs -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1445,Text,1998-09-01,Aeroplanes,en,"Zerbe, James Slough, 1849-1921",Airplanes,TL,Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - General
1446,Text,1998-09-01,Perfect Behavior: A Guide for Ladies and Gentlemen in All Social Crises,en,"Stewart, Donald Ogden, 1894-1980; Barton, Ralph, 1891-1931 [Illustrator]",Etiquette -- Humor,PN,Browsing: How To...; Browsing: Humour
1447,Text,1998-09-01,The Illustrious Prince,en,"Oppenheim, E. Phillips (Edward Phillips), 1866-1946",Detective and mystery stories; Princes -- Fiction,PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
1448,Text,1998-09-01,Heidi,en,"Spyri, Johanna, 1827-1901; Edwards, Marion [Translator]",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
1449,Text,1998-09-01,The Valley of the Moon,en,"London, Jack, 1876-1916",Working class -- Fiction; Domestic fiction; Farm life -- Fiction; Strikes and lockouts -- Fiction; California -- Fiction; Marriage -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1450,Text,1998-09-01,Pollyanna,en,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Aunts -- Juvenile fiction; Cheerfulness -- Juvenile fiction; Interpersonal relations -- Juvenile fiction; Vermont -- History -- 20th century -- Juvenile fiction,PZ; PS,"Bestsellers, American, 1895-1923; Browsing: Children & Young Adult Reading; Browsing: Fiction"
1451,Text,1998-09-01,The Art of Lawn Tennis,en,"Tilden, William T. (William Tatem), 1893-1953",Tennis,GV,Browsing: How To...; Browsing: Sports/Hobbies/Motoring
1452,Text,1998-09-01,"Native Life in South Africa
Before and Since the European War and the Boer Rebellion",en,"Plaatje, Sol. T. (Solomon Tshekisho), 1876-1932","Indigenous peoples -- South Africa -- Social conditions -- 20th century; South Africa -- Politics and government -- 1836-1909; Black people -- South Africa -- Social conditions -- 20th century; Land tenure -- Law and legislation -- South Africa; South Africa -- History -- Rebellion, 1914-1915; South Africa -- Politics and government -- 1909-1948",DT,South Africa; Africa; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Politics
1453,Text,2004-06-01,The Alkahest,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",Philosophical anthropology -- Fiction; French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1454,Text,2005-02-22,Maitre Cornelius,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",Historical fiction; French fiction -- Translations into English,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
1455,Text,2004-10-31,The Hated Son,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",France -- Fiction; Man-woman relationships -- Fiction; French fiction -- Translations into English; Nobility -- France -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1456,Text,1998-09-01,An Episode under the Terror,en,"Balzac, Honoré de, 1799-1850; Bell, Clara, 1834-1927 [Translator]",Historical fiction; French fiction -- Translations into English,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
1457,Text,1998-09-01,Mistress Wilding,en,"Sabatini, Rafael, 1875-1950",Historical fiction; War stories; Love stories; Adventure stories,PR,Browsing: History - General; Browsing: Literature; Browsing: Fiction
1458,Text,1998-09-01,Dream Life and Real Life: A Little African Story,en,"Schreiner, Olive, 1855-1920",Fiction; Short stories,PR,Africa; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1459,Text,1998-09-01,Prufrock and Other Observations,en,"Eliot, T. S. (Thomas Stearns), 1888-1965",Poetry,PS,Browsing: Literature; Browsing: Poetry
1460,Text,2006-02-15,The Black Dwarf,en,"Scott, Walter, 1771-1832",Historical fiction; Scotland -- Fiction,PR,Historical Fiction; Browsing: History - British; Browsing: Literature; Browsing: Fiction
1461,Text,2006-02-15,A Legend of Montrose,en,"Scott, Walter, 1771-1832","Historical fiction; Montrose, James Graham, Marquis of, 1612-1650 -- Fiction; Scotland -- History -- Charles I, 1625-1649 -- Fiction",PR,Historical Fiction; Browsing: History - European; Browsing: Literature; Browsing: Fiction
1462,Text,1998-09-01,Some Roundabout Papers,en,"Thackeray, William Makepeace, 1811-1863",Essays,PR,Browsing: Humour; Browsing: Literature
1463,Text,1998-09-01,The Private Papers of Henry Ryecroft,en,"Gissing, George, 1857-1903",English fiction -- 19th century,PR,Browsing: Literature; Browsing: Fiction
1464,Text,1998-09-01,Contributions to All The Year Round,en,"Dickens, Charles, 1812-1870 [Editor]",Essays,PR,Browsing: Humour; Browsing: Literature
1465,Text,1998-09-01,The Wreck of the Golden Mary,en,"Dickens, Charles, 1812-1870",Sea stories; Gold mines and mining -- Fiction; Shipwrecks -- Fiction,PR,Browsing: Literature; Browsing: Fiction
1466,Text,1998-09-01,Creatures That Once Were Men,en,"Gorky, Maksim, 1868-1936; Chesterton, G. K. (Gilbert Keith), 1874-1936 [Author of introduction, etc.]; Shirazi, J. K. M. [Translator]","Fiction; Short stories, Russian -- Translations into English",PG,Browsing: Literature; Browsing: Fiction
1467,Text,1998-09-01,Some Christmas Stories,en,"Dickens, Charles, 1812-1870","Short stories; Christmas stories, English; Holidays -- Fiction",PR,Christmas; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1468,Text,2008-06-26,"The History of England, from the Accession of James II — Volume 1",en,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859","Great Britain -- History -- James II, 1685-1688; Great Britain -- History -- William and Mary, 1689-1702",DA,United Kingdom; Browsing: History - British; Browsing: History - General
1469,Text,1998-09-01,Poems,en,"Thompson, Francis, 1859-1907",English poetry,PR,Browsing: Literature; Browsing: Poetry
1470,Text,1998-09-01,The Fall of the Moghul Empire of Hindustan,en,"Keene, H. G. (Henry George), 1825-1915",India -- History -- 18th century; Mogul Empire -- History,DS,India; Browsing: History - British; Browsing: History - General
1471,Text,1998-09-01,New Poems,en,"Thompson, Francis, 1859-1907",English poetry,PR,Browsing: Literature; Browsing: Poetry
1472,Text,1998-09-01,In a German Pension,en,"Mansfield, Katherine, 1888-1923",Germany -- Social life and customs -- Fiction,PR,Germany; New Zealand; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1473,Text,2006-03-18,The Absentee,en,"Edgeworth, Maria, 1768-1849",Satire; Domestic fiction; Ireland -- Fiction; Landowners -- Fiction; Administration of estates -- Fiction; Socialites -- Fiction; British -- Ireland -- Fiction; Absentee landlordism -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1474,Text,1998-09-01,The Illustrious Gaudissart,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1475,Text,2004-10-18,Gaudissart II,en,"Balzac, Honoré de, 1799-1850; Bell, Clara, 1834-1927 [Translator]",French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1476,Text,1998-09-01,Chance: A Tale in Two Parts,en,"Conrad, Joseph, 1857-1924",Sea stories; Psychological fiction; Young women -- Fiction; Love stories; Fathers and daughters -- Fiction; Children of prisoners -- Fiction; Ship captains' spouses -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1477,Text,1998-10-01,"The Toys of Peace, and Other Papers",en,"Saki, 1870-1916",Short stories,PR,Contemporary Reviews; Browsing: Literature; Browsing: Fiction
1478,Text,1998-10-01,"A Parody Outline of History
Wherein May Be Found a Curiously Irreverent Treatment of American Historical Events, Imagining Them as They Would Be Narrated by America's Most Characteristic Contemporary Authors",en,"Stewart, Donald Ogden, 1894-1980; Roth, Herb, 1887-1953 [Illustrator]",Parodies; United States -- History -- Humor,PN,Browsing: History - American; Browsing: Humour; Browsing: Literature
1479,Text,1998-10-01,A Vanished Arcadia: Being Some Account of the Jesuits in Paraguay 1607-1767,en,"Cunninghame Graham, R. B. (Robert Bontine), 1852-1936",Jesuits -- Paraguay; Paraguay -- History -- To 1811,F2661,Browsing: History - American; Browsing: History - General
1480,Text,2006-02-15,Tom Brown's School Days,en,"Hughes, Thomas, 1822-1896",Schools -- Fiction; England -- Fiction; Bildungsromans; Boys -- Fiction; Rugby School -- Fiction; Endowed public schools (Great Britain) -- Fiction,PR; PZ,School Stories; Browsing: Literature; Browsing: Teaching & Education; Browsing: Fiction
1481,Text,1998-10-01,A Daughter of Eve,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1482,Text,1998-10-01,Modeste Mignon,en,"Balzac, Honoré de, 1799-1850; Wormeley, Katharine Prescott, 1830-1908 [Translator]",French fiction -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
1483,Text,1998-10-01,"Forty Centuries of Ink
Or, A chronological narrative concerning ink and its backgrounds, introducing incidental observations and deductions, parallels of time and color phenomena, bibliography, chemistry, poetical effusions, citations, anecdotes and curiosa together with some evidence respecting the evanescent character of most inks of to-day and an epitome of chemico-legal ink.",en,"Carvalho, David Nunes, 1848-1925",Ink,TP,Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - Chemistry/Biochemistry/Physics
1484,Text,2006-05-03,The Four Horsemen of the Apocalypse,en,"Blasco Ibáñez, Vicente, 1867-1928; Jordan, Charlotte Brewster [Translator]","World War, 1914-1918 -- Fiction; War stories",PQ,"World War I; Bestsellers, American, 1895-1923; 6 Best Loved Spanish Literary Classics; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction"
1485,Text,1998-10-01,The Use and Need of the Life of Carry A. Nation,en,"Nation, Carry Amelia, 1846-1911","Social reformers -- United States -- Biography; Nation, Carry Amelia, 1846-1911; Temperance -- United States",HV,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Politics
1486,Text,1998-10-01,"The Unseen World, and Other Essays",en,"Fiske, John, 1842-1901",American essays,AC,Browsing: History - American; Browsing: Literature
1487,Text,1998-10-01,The Perfect Wagnerite: A Commentary on the Niblung's Ring,en,"Shaw, Bernard, 1856-1950","Wagner, Richard, 1813-1883. Ring des Nibelungen; Opera",MT,Opera; Browsing: Music; Browsing: Performing Arts/Film
1488,Text,2006-02-15,"The True Story of Christopher Columbus, Called the Great Admiral",en,"Brooks, Elbridge S. (Elbridge Streeter), 1846-1902","Columbus, Christopher, 1451-1506 -- Juvenile literature; Explorers -- Juvenile literature",E011,Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Travel & Geography
1489,Text,1998-10-01,The New McGuffey First Reader,en,"McGuffey, William Holmes, 1800-1873",Readers,PE,Browsing: Language & Communication; Browsing: Literature; Browsing: Teaching & Education
1490,Text,1998-10-01,The New McGuffey Fourth Reader,en,"McGuffey, William Holmes, 1800-1873 [Compiler]",Readers,PE,Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Literature
1491,Text,1998-10-01,Letters to Dead Authors,en,"Lang, Andrew, 1844-1912","Literature -- History and criticism; Authors -- Biography; Authors, English -- Biography",PN; PR,Browsing: Biographies; Browsing: Literature
1492,Text,2006-02-15,"The Life of Columbus
From His Own Letters and Journals and Other Documents of His Time",en,"Hale, Edward Everett, 1822-1909","Columbus, Christopher, 1451-1506",E011,Browsing: Biographies; Browsing: History - American
1493,Text,1998-10-01,The Legends of the Jews — Volume 1,en,"Ginzberg, Louis, 1873-1953; Szold, Henrietta, 1860-1945 [Translator]",Jewish legends; Bible. Old Testament -- Legends; Midrash -- Translations into English; Aggada -- Translations into English,BM,Judaism; Mythology; Browsing: Culture/Civilization/Society; Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
